# ENERGY DEMAND GROUP 01,,,,,
# Apartment block in Eindhoven with an annual energy consumption of 5.68e+10 J.,,,,,
#,,,,,
# time [s], power [kW],,Required kWh,,Total required kWh
0,0.130752,,0.032688,,15768
900,0.123752,,0.030938,,
1800,0.131515,,0.03287875,,
2700,0.133115,,0.03327875,,
3600,0.111571,,0.02789275,,
4500,0.105598,,0.0263995,,
5400,0.112223,,0.02805575,,
6300,0.113588,,0.028397,,
7200,0.098305,,0.02457625,,
8100,0.093043,,0.02326075,,
9000,0.09888,,0.02472,,
9900,0.100082,,0.0250205,,
10800,0.101026,,0.0252565,,
11700,0.095617,,0.02390425,,
12600,0.101616,,0.025404,,
13500,0.102851,,0.02571275,,
14400,0.09645,,0.0241125,,
15300,0.091286,,0.0228215,,
16200,0.097013,,0.02425325,,
17100,0.098193,,0.02454825,,
18000,0.09952,,0.02488,,
18900,0.094193,,0.02354825,,
19800,0.100102,,0.0250255,,
20700,0.101319,,0.02532975,,
21600,0.212766,,0.0531915,,
22500,0.201376,,0.050344,,
23400,0.214009,,0.05350225,,
24300,0.216612,,0.054153,,
25200,0.868403,,0.21710075,,
26100,0.821914,,0.2054785,,
27000,0.873474,,0.2183685,,
27900,0.884097,,0.22102425,,
28800,1.98466,,0.496165,,
29700,1.878415,,0.46960375,,
30600,1.996251,,0.49906275,,
31500,2.020528,,0.505132,,
32400,2.163963,,0.54099075,,
33300,2.048119,,0.51202975,,
34200,2.176601,,0.54415025,,
35100,2.203072,,0.550768,,
36000,2.217653,,0.55441325,,
36900,2.098935,,0.52473375,,
37800,2.230605,,0.55765125,,
38700,2.257732,,0.564433,,
39600,1.919876,,0.479969,,
40500,1.817099,,0.45427475,,
41400,1.931089,,0.48277225,,
42300,1.954574,,0.4886435,,
43200,1.919463,,0.47986575,,
44100,1.816708,,0.454177,,
45000,1.930673,,0.48266825,,
45900,1.954153,,0.48853825,,
46800,1.854137,,0.46353425,,
47700,1.754879,,0.43871975,,
48600,1.864965,,0.46624125,,
49500,1.887646,,0.4719115,,
50400,1.6406,,0.41015,,
51300,1.552773,,0.38819325,,
52200,1.650182,,0.4125455,,
53100,1.67025,,0.4175625,,
54000,1.576462,,0.3941155,,
54900,1.492069,,0.37301725,,
55800,1.585669,,0.39641725,,
56700,1.604953,,0.40123825,,
57600,1.733458,,0.4333645,,
58500,1.64066,,0.410165,,
59400,1.743582,,0.4358955,,
60300,1.764786,,0.4411965,,
61200,1.825621,,0.45640525,,
62100,1.727889,,0.43197225,,
63000,1.836283,,0.45907075,,
63900,1.858615,,0.46465375,,
64800,1.892003,,0.47300075,,
65700,1.790717,,0.44767925,,
66600,1.903052,,0.475763,,
67500,1.926196,,0.481549,,
68400,1.953939,,0.48848475,,
69300,1.849338,,0.4623345,,
70200,1.965351,,0.49133775,,
71100,1.989252,,0.497313,,
72000,1.910328,,0.477582,,
72900,1.808062,,0.4520155,,
73800,1.921485,,0.48037125,,
74700,1.944853,,0.48621325,,
75600,1.906513,,0.47662825,,
76500,1.804451,,0.45111275,,
77400,1.917647,,0.47941175,,
78300,1.940968,,0.485242,,
79200,1.409284,,0.352321,,
80100,1.333841,,0.33346025,,
81000,1.417515,,0.35437875,,
81900,1.434754,,0.3586885,,
82800,0.742471,,0.18561775,,
83700,0.702724,,0.175681,,
84600,0.746807,,0.18670175,,
85500,0.755889,,0.18897225,,
86400,0.111197,,0.02779925,,
87300,0.105244,,0.026311,,
88200,0.111847,,0.02796175,,
89100,0.113207,,0.02830175,,
90000,0.094885,,0.02372125,,
90900,0.089806,,0.0224515,,
91800,0.09544,,0.02386,,
92700,0.0966,,0.02415,,
93600,0.083603,,0.02090075,,
94500,0.079128,,0.019782,,
95400,0.084092,,0.021023,,
96300,0.085114,,0.0212785,,
97200,0.085917,,0.02147925,,
98100,0.081317,,0.02032925,,
99000,0.086419,,0.02160475,,
99900,0.087469,,0.02186725,,
100800,0.082025,,0.02050625,,
101700,0.077634,,0.0194085,,
102600,0.082504,,0.020626,,
103500,0.083508,,0.020877,,
104400,0.084637,,0.02115925,,
105300,0.080106,,0.0200265,,
106200,0.085131,,0.02128275,,
107100,0.086166,,0.0215415,,
108000,0.180946,,0.0452365,,
108900,0.17126,,0.042815,,
109800,0.182003,,0.04550075,,
110700,0.184217,,0.04605425,,
111600,0.73853,,0.1846325,,
112500,0.698994,,0.1747485,,
113400,0.742843,,0.18571075,,
114300,0.751877,,0.18796925,,
115200,1.687846,,0.4219615,,
116100,1.59749,,0.3993725,,
117000,1.697704,,0.424426,,
117900,1.71835,,0.4295875,,
118800,1.840334,,0.4600835,,
119700,1.741815,,0.43545375,,
120600,1.851082,,0.4627705,,
121500,1.873594,,0.4683985,,
122400,1.885994,,0.4714985,,
123300,1.785031,,0.44625775,,
124200,1.897009,,0.47425225,,
125100,1.920079,,0.48001975,,
126000,1.632751,,0.40818775,,
126900,1.545345,,0.38633625,,
127800,1.642287,,0.41057175,,
128700,1.662259,,0.41556475,,
129600,1.6324,,0.4081,,
130500,1.545012,,0.386253,,
131400,1.641933,,0.41048325,,
132300,1.661901,,0.41547525,,
133200,1.576843,,0.39421075,,
134100,1.492429,,0.37310725,,
135000,1.586052,,0.396513,,
